Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2005-04-07; ; ; ;389,12;0
2005-04-06; ; ; ;388,36;0
2005-04-05; ; ; ;386,89;0
2005-04-04; ; ; ;385,05;0
2005-04-01; ; ; ;387,73;0
2005-03-31; ; ; ;385,30;0
2005-03-30; ; ; ;384,86;0
2005-03-29; ; ; ;385,11;0
2005-03-28; ; ; ;384,63;0
2005-03-25; ; ; ;384,63;0
2005-03-24; ; ; ;384,63;0
2005-03-23; ; ; ;382,46;0
2005-03-22; ; ; ;383,07;0
2005-03-21; ; ; ;381,23;0
2005-03-18; ; ; ;383,78;0
2005-03-17; ; ; ;382,64;0
2005-03-16; ; ; ;382,20;0
2005-03-15; ; ; ;388,38;0
2005-03-14; ; ; ;386,79;0
2005-03-11; ; ; ;386,56;0
2005-03-10; ; ; ;384,84;0
2005-03-09; ; ; ;387,79;0
2005-03-08; ; ; ;389,33;0
2005-03-07; ; ; ;391,94;0
2005-03-04; ; ; ;391,40;0
2005-03-03; ; ; ;387,62;0
2005-03-02; ; ; ;389,17;0
2005-03-01; ; ; ;388,37;0
2005-02-28; ; ; ;385,75;0
2005-02-25; ; ; ;385,33;0
2005-02-24; ; ; ;381,62;0
2005-02-23; ; ; ;381,97;0
2005-02-22; ; ; ;383,22;0
2005-02-21; ; ; ;385,75;0
2005-02-18; ; ; ;386,11;0
2005-02-17; ; ; ;386,78;0
2005-02-16; ; ; ;386,50;0
2005-02-15; ; ; ;389,14;0
2005-02-14; ; ; ;387,83;0
2005-02-11; ; ; ;387,80;0
2005-02-10; ; ; ;383,79;0
2005-02-09; ; ; ;384,95;0
2005-02-08; ; ; ;386,34;0
2005-02-07; ; ; ;385,72;0
2005-02-04; ; ; ;383,52;0
2005-02-03; ; ; ;378,78;0
2005-02-02; ; ; ;379,82;0
2005-02-01; ; ; ;378,15;0
2005-01-31; ; ; ;376,07;0
2005-01-28; ; ; ;372,29;0
2005-01-27; ; ; ;373,34;0
2005-01-26; ; ; ;373,29;0
2005-01-25; ; ; ;374,81;0
2005-01-24; ; ; ;371,94;0
2005-01-21; ; ; ;372,80;0
2005-01-20; ; ; ;373,13;0
2005-01-19; ; ; ;375,22;0
2005-01-18; ; ; ;375,51;0
2005-01-17; ; ; ;374,98;0
2005-01-14; ; ; ;373,69;0
2005-01-13; ; ; ;371,85;0
2005-01-12; ; ; ;371,41;0
2005-01-11; ; ; ;375,36;0
2005-01-10; ; ; ;379,33;0
2005-01-07; ; ; ;379,89;0
2005-01-06; ; ; ;378,38;0
2005-01-05; ; ; ;375,01;0
2005-01-04; ; ; ;377,56;0
2005-01-03; ; ; ;377,24;0
2004-12-31; ; ; ;374,09;0
2004-12-30; ; ; ;374,09;0
2004-12-29; ; ; ;373,26;0
2004-12-28; ; ; ;374,47;0
2004-12-27; ; ; ;372,49;0
2004-12-24; ; ; ;373,74;0
2004-12-23; ; ; ;373,74;0
2004-12-22; ; ; ;372,92;0
2004-12-21; ; ; ;370,79;0
2004-12-20; ; ; ;370,50;0
2004-12-17; ; ; ;368,09;0
2004-12-16; ; ; ;372,04;0
2004-12-15; ; ; ;370,39;0
2004-12-14; ; ; ;371,58;0
2004-12-13; ; ; ;370,61;0
2004-12-10; ; ; ;367,12;0
2004-12-09; ; ; ;365,20;0
2004-12-08; ; ; ;369,44;0
2004-12-07; ; ; ;370,27;0
2004-12-06; ; ; ;368,72;0
2004-12-03; ; ; ;370,04;0
2004-12-02; ; ; ;370,46;0
2004-12-01; ; ; ;367,84;0
2004-11-30; ; ; ;363,22;0
2004-11-29; ; ; ;364,76;0
2004-11-26; ; ; ;365,17;0
2004-11-25; ; ; ;365,60;0
2004-11-24; ; ; ;362,96;0
2004-11-23; ; ; ;361,97;0
2004-11-22; ; ; ;362,67;0
2004-11-19; ; ; ;363,77;0
2004-11-18; ; ; ;367,03;0
2004-11-17; ; ; ;367,25;0
2004-11-16; ; ; ;361,91;0
2004-11-15; ; ; ;363,41;0
2004-11-12; ; ; ;363,97;0
2004-11-11; ; ; ;363,24;0
2004-11-10; ; ; ;360,00;0
2004-11-09; ; ; ;357,92;0
2004-11-08; ; ; ;358,21;0
2004-11-05; ; ; ;357,65;0
2004-11-04; ; ; ;355,69;0
2004-11-03; ; ; ;355,58;0
2004-11-02; ; ; ;355,43;0
2004-11-01; ; ; ;353,30;0
2004-10-29; ; ; ;348,94;0
2004-10-28; ; ; ;349,05;0
2004-10-27; ; ; ;346,57;0
2004-10-26; ; ; ;341,16;0
2004-10-25; ; ; ;340,51;0
2004-10-22; ; ; ;347,28;0
2004-10-21; ; ; ;347,16;0
2004-10-20; ; ; ;345,46;0
2004-10-19; ; ; ;349,62;0
2004-10-18; ; ; ;345,65;0
2004-10-15; ; ; ;346,37;0
2004-10-14; ; ; ;347,76;0
2004-10-13; ; ; ;350,64;0
2004-10-12; ; ; ;349,71;0
2004-10-11; ; ; ;353,92;0
2004-10-08; ; ; ;353,69;0
2004-10-07; ; ; ;355,88;0
2004-10-06; ; ; ;356,39;0
2004-10-05; ; ; ;356,32;0
2004-10-04; ; ; ;355,12;0
2004-10-01; ; ; ;351,80;0
2004-09-30; ; ; ;343,65;0
2004-09-29; ; ; ;345,68;0
2004-09-28; ; ; ;342,56;0
2004-09-27; ; ; ;341,83;0
2004-09-24; ; ; ;344,94;0
2004-09-23; ; ; ;344,56;0
2004-09-22; ; ; ;347,59;0
2004-09-21; ; ; ;351,31;0
2004-09-20; ; ; ;350,15;0
2004-09-17; ; ; ;351,08;0
2004-09-16; ; ; ;349,04;0
2004-09-15; ; ; ;347,12;0
2004-09-14; ; ; ;347,72;0
2004-09-13; ; ; ;348,19;0
2004-09-10; ; ; ;342,65;0
2004-09-09; ; ; ;339,69;0
2004-09-08; ; ; ;342,28;0
2004-09-07; ; ; ;342,76;0
2004-09-06; ; ; ;342,29;0
2004-09-03; ; ; ;340,47;0
2004-09-02; ; ; ;337,89;0
2004-09-01; ; ; ;336,57;0
2004-08-31; ; ; ;334,07;0
2004-08-30; ; ; ;338,36;0
2004-08-27; ; ; ;339,32;0
2004-08-26; ; ; ;337,81;0
2004-08-25; ; ; ;334,33;0
2004-08-24; ; ; ;332,99;0
2004-08-23; ; ; ;332,93;0
2004-08-20; ; ; ;328,18;0
2004-08-19; ; ; ;329,07;0
2004-08-18; ; ; ;329,33;0
2004-08-17; ; ; ;327,72;0
2004-08-16; ; ; ;326,81;0
2004-08-13; ; ; ;322,47;0
2004-08-12; ; ; ;323,32;0
2004-08-11; ; ; ;325,09;0
2004-08-10; ; ; ;328,48;0
2004-08-09; ; ; ;325,83;0
2004-08-06; ; ; ;329,71;0
2004-08-05; ; ; ;338,35;0
2004-08-04; ; ; ;337,75;0
2004-08-03; ; ; ;342,53;0
2004-08-02; ; ; ;341,36;0
2004-07-30; ; ; ;344,07;0
2004-07-29; ; ; ;343,62;0
2004-07-28; ; ; ;337,30;0
2004-07-27; ; ; ;337,53;0
2004-07-26; ; ; ;332,73;0
2004-07-23; ; ; ;336,41;0
2004-07-22; ; ; ;336,70;0
2004-07-21; ; ; ;342,97;0
2004-07-20; ; ; ;339,51;0
2004-07-19; ; ; ;337,51;0
2004-07-16; ; ; ;340,19;0
2004-07-15; ; ; ;340,16;0
2004-07-14; ; ; ;344,25;0
2004-07-13; ; ; ;344,84;0
2004-07-12; ; ; ;344,06;0
2004-07-09; ; ; ;346,88;0
2004-07-08; ; ; ;347,72;0
2004-07-07; ; ; ;347,48;0
2004-07-06; ; ; ;348,57;0
2004-07-05; ; ; ;352,83;0
2004-07-02; ; ; ;353,13;0
2004-07-01; ; ; ;356,12;0
2004-06-30; ; ; ;357,49;0
2004-06-29; ; ; ;358,61;0
2004-06-28; ; ; ;358,42;0
2004-06-25; ; ; ;353,86;0
2004-06-24; ; ; ;353,44;0
2004-06-23; ; ; ;348,63;0
2004-06-22; ; ; ;347,28;0
2004-06-21; ; ; ;352,02;0
2004-06-18; ; ; ;352,77;0
2004-06-17; ; ; ;351,76;0
2004-06-16; ; ; ;353,09;0
2004-06-15; ; ; ;351,65;0
2004-06-14; ; ; ;348,63;0
2004-06-11; ; ; ;353,85;0
2004-06-10; ; ; ;354,48;0
2004-06-09; ; ; ;352,54;0
2004-06-08; ; ; ;354,27;0
2004-06-07; ; ; ;354,13;0
2004-06-04; ; ; ;349,56;0
2004-06-03; ; ; ;345,72;0
2004-06-02; ; ; ;343,48;0
2004-06-01; ; ; ;341,62;0
2004-05-31; ; ; ;346,25;0
2004-05-28; ; ; ;344,55;0
2004-05-27; ; ; ;345,19;0
2004-05-26; ; ; ;341,50;0
2004-05-25; ; ; ;338,17;0
2004-05-24; ; ; ;341,41;0
2004-05-21; ; ; ;338,42;0
2004-05-20; ; ; ;338,76;0
2004-05-19; ; ; ;341,57;0
2004-05-18; ; ; ;334,49;0
2004-05-17; ; ; ;331,32;0
2004-05-14; ; ; ;336,13;0
2004-05-13; ; ; ;337,93;0
2004-05-12; ; ; ;333,82;0
2004-05-11; ; ; ;339,49;0
2004-05-10; ; ; ;334,02;0
2004-05-07; ; ; ;343,98;0
2004-05-06; ; ; ;345,19;0
2004-05-05; ; ; ;354,56;0
2004-05-04; ; ; ;352,20;0
2004-05-03; ; ; ;353,37;0
2004-04-30; ; ; ;351,43;0
2004-04-29; ; ; ;353,03;0
2004-04-28; ; ; ;357,90;0
2004-04-27; ; ; ;363,64;0
2004-04-26; ; ; ;363,10;0
2004-04-23; ; ; ;361,49;0
2004-04-22; ; ; ;357,58;0
2004-04-21; ; ; ;354,93;0
2004-04-20; ; ; ;357,64;0
2004-04-19; ; ; ;354,52;0
2004-04-16; ; ; ;355,01;0
2004-04-15; ; ; ;352,59;0
2004-04-14; ; ; ;353,25;0
2004-04-13; ; ; ;358,10;0
2004-04-12; ; ; ;353,50;0
2004-04-09; ; ; ;353,50;0
2004-04-08; ; ; ;353,50;0
2004-04-07; ; ; ;352,47;0
2004-04-06; ; ; ;353,91;0
2004-04-05; ; ; ;356,06;0
2004-04-02; ; ; ;352,73;0
2004-04-01; ; ; ;346,04;0
2004-03-31; ; ; ;340,35;0
2004-03-30; ; ; ;341,45;0
2004-03-29; ; ; ;342,11;0
2004-03-26; ; ; ;337,15;0
2004-03-25; ; ; ;336,13;0
2004-03-24; ; ; ;328,78;0
2004-03-23; ; ; ;328,86;0
2004-03-22; ; ; ;328,70;0
2004-03-19; ; ; ;336,59;0
2004-03-18; ; ; ;338,37;0
2004-03-17; ; ; ;342,93;0
2004-03-16; ; ; ;336,60;0
2004-03-15; ; ; ;335,97;0
2004-03-12; ; ; ;344,71;0
2004-03-11; ; ; ;343,63;0
2004-03-10; ; ; ;355,51;0
2004-03-09; ; ; ;359,26;0
2004-03-08; ; ; ;364,36;0
2004-03-05; ; ; ;362,57;0
2004-03-04; ; ; ;362,89;0
2004-03-03; ; ; ;357,98;0
2004-03-02; ; ; ;360,35;0
2004-03-01; ; ; ;356,54;0
2004-02-27; ; ; ;353,41;0
2004-02-26; ; ; ;352,20;0
2004-02-25; ; ; ;351,25;0
2004-02-24; ; ; ;351,14;0
2004-02-23; ; ; ;357,56;0
2004-02-20; ; ; ;357,64;0
2004-02-19; ; ; ;362,95;0
2004-02-18; ; ; ;359,35;0
2004-02-17; ; ; ;359,51;0
2004-02-16; ; ; ;357,28;0
2004-02-13; ; ; ;355,99;0
2004-02-12; ; ; ;360,79;0
2004-02-11; ; ; ;360,65;0
2004-02-10; ; ; ;359,56;0
2004-02-09; ; ; ;358,48;0
2004-02-06; ; ; ;354,03;0
2004-02-05; ; ; ;351,44;0
2004-02-04; ; ; ;352,49;0
2004-02-03; ; ; ;354,96;0
2004-02-02; ; ; ;356,17;0
2004-01-30; ; ; ;354,98;0
2004-01-29; ; ; ;357,73;0
2004-01-28; ; ; ;362,16;0
2004-01-27; ; ; ;360,78;0
2004-01-26; ; ; ;360,17;0
2004-01-23; ; ; ;361,97;0
2004-01-22; ; ; ;361,16;0
2004-01-21; ; ; ;360,63;0
2004-01-20; ; ; ;358,22;0
2004-01-19; ; ; ;360,80;0
2004-01-16; ; ; ;358,20;0
2004-01-15; ; ; ;354,36;0
2004-01-14; ; ; ;353,30;0
2004-01-13; ; ; ;348,59;0
2004-01-12; ; ; ;348,33;0
2004-01-09; ; ; ;349,87;0
2004-01-08; ; ; ;352,04;0
2004-01-07; ; ; ;348,71;0
2004-01-06; ; ; ;351,08;0
2004-01-05; ; ; ;351,26;0
2004-01-02; ; ; ;349,67;0
2004-01-01; ; ; ;344,89;0
2003-12-31; ; ; ;344,89;0
2003-12-30; ; ; ;344,89;0
2003-12-29; ; ; ;343,88;0
2003-12-26; ; ; ;339,86;0
2003-12-25; ; ; ;339,86;0
2003-12-24; ; ; ;339,86;0
2003-12-23; ; ; ;339,86;0
2003-12-22; ; ; ;337,69;0
2003-12-19; ; ; ;339,33;0
2003-12-18; ; ; ;337,46;0
2003-12-17; ; ; ;335,66;0
2003-12-16; ; ; ;337,10;0
2003-12-15; ; ; ;338,10;0
2003-12-12; ; ; ;336,88;0
2003-12-11; ; ; ;336,54;0
2003-12-10; ; ; ;333,62;0
2003-12-09; ; ; ;335,60;0
2003-12-08; ; ; ;332,61;0
2003-12-05; ; ; ;335,51;0
2003-12-04; ; ; ;338,25;0
2003-12-03; ; ; ;338,43;0
2003-12-02; ; ; ;333,05;0
2003-12-01; ; ; ;333,82;0
2003-11-28; ; ; ;327,90;0
2003-11-27; ; ; ;327,83;0
2003-11-26; ; ; ;325,24;0
2003-11-25; ; ; ;326,99;0
2003-11-24; ; ; ;326,82;0
2003-11-21; ; ; ;319,08;0
2003-11-20; ; ; ;318,73;0
2003-11-19; ; ; ;319,98;0
2003-11-18; ; ; ;321,35;0
2003-11-17; ; ; ;321,98;0
2003-11-14; ; ; ;331,93;0
2003-11-13; ; ; ;329,40;0
2003-11-12; ; ; ;327,98;0
2003-11-11; ; ; ;326,48;0
2003-11-10; ; ; ;328,00;0
2003-11-07; ; ; ;330,95;0
2003-11-06; ; ; ;326,96;0
2003-11-05; ; ; ;325,83;0
2003-11-04; ; ; ;328,08;0
2003-11-03; ; ; ;328,43;0
2003-10-31; ; ; ;320,93;0
2003-10-30; ; ; ;319,31;0
2003-10-29; ; ; ;317,17;0
2003-10-28; ; ; ;314,79;0
2003-10-27; ; ; ;309,36;0
2003-10-24; ; ; ;304,16;0
2003-10-23; ; ; ;307,53;0
2003-10-22; ; ; ;307,48;0
2003-10-21; ; ; ;314,54;0
2003-10-20; ; ; ;312,78;0
2003-10-17; ; ; ;309,54;0
2003-10-16; ; ; ;314,26;0
2003-10-15; ; ; ;313,63;0
2003-10-14; ; ; ;310,62;0
2003-10-13; ; ; ;310,80;0
2003-10-10; ; ; ;305,11;0
2003-10-09; ; ; ;305,86;0
2003-10-08; ; ; ;298,70;0
2003-10-07; ; ; ;295,42;0
2003-10-06; ; ; ;299,42;0
2003-10-03; ; ; ;300,45;0
2003-10-02; ; ; ;289,12;0
2003-10-01; ; ; ;293,13;0
2003-09-30; ; ; ;287,32;0
2003-09-29; ; ; ;292,73;0
2003-09-26; ; ; ;292,52;0
2003-09-25; ; ; ;292,99;0
2003-09-24; ; ; ;291,62;0
2003-09-23; ; ; ;299,83;0
2003-09-22; ; ; ;303,52;0
2003-09-19; ; ; ;313,69;0
2003-09-18; ; ; ;316,05;0
2003-09-17; ; ; ;312,12;0
2003-09-16; ; ; ;312,21;0
2003-09-15; ; ; ;308,49;0
2003-09-12; ; ; ;307,56;0
2003-09-11; ; ; ;312,07;0
2003-09-10; ; ; ;309,44;0
2003-09-09; ; ; ;314,34;0
2003-09-08; ; ; ;318,38;0
2003-09-05; ; ; ;315,62;0
2003-09-04; ; ; ;320,15;0
2003-09-03; ; ; ;318,67;0
2003-09-02; ; ; ;312,07;0
2003-09-01; ; ; ;312,20;0
2003-08-29; ; ; ;305,32;0
2003-08-28; ; ; ;305,61;0
2003-08-27; ; ; ;304,54;0
2003-08-26; ; ; ;302,28;0
2003-08-25; ; ; ;305,81;0
2003-08-22; ; ; ;309,70;0
2003-08-21; ; ; ;310,67;0
2003-08-20; ; ; ;305,25;0
2003-08-19; ; ; ;305,56;0
2003-08-18; ; ; ;305,72;0
2003-08-15; ; ; ;300,70;0
2003-08-14; ; ; ;301,24;0
2003-08-13; ; ; ;297,05;0
2003-08-12; ; ; ;295,25;0
2003-08-11; ; ; ;291,72;0
2003-08-08; ; ; ;291,23;0
2003-08-07; ; ; ;290,78;0
2003-08-06; ; ; ;294,09;0
2003-08-05; ; ; ;298,95;0
2003-08-04; ; ; ;296,55;0
2003-08-01; ; ; ;299,28;0
2003-07-31; ; ; ;302,90;0
2003-07-30; ; ; ;298,00;0
2003-07-29; ; ; ;297,80;0
2003-07-28; ; ; ;297,17;0
2003-07-25; ; ; ;292,49;0
2003-07-24; ; ; ;293,82;0
2003-07-23; ; ; ;287,95;0
2003-07-22; ; ; ;289,17;0
2003-07-21; ; ; ;286,81;0
2003-07-18; ; ; ;292,97;0
2003-07-17; ; ; ;289,97;0
2003-07-16; ; ; ;294,51;0
2003-07-15; ; ; ;294,09;0
2003-07-14; ; ; ;294,89;0
2003-07-11; ; ; ;289,19;0
2003-07-10; ; ; ;284,65;0
2003-07-09; ; ; ;288,86;0
2003-07-08; ; ; ;290,76;0
2003-07-07; ; ; ;289,70;0
2003-07-04; ; ; ;282,30;0
2003-07-03; ; ; ;282,46;0
2003-07-02; ; ; ;282,36;0
2003-07-01; ; ; ;274,75;0
2003-06-30; ; ; ;280,90;0
2003-06-27; ; ; ;280,85;0
2003-06-26; ; ; ;282,02;0
2003-06-25; ; ; ;278,55;0
2003-06-24; ; ; ;279,97;0
2003-06-23; ; ; ;277,76;0
2003-06-20; ; ; ;282,12;0
2003-06-19; ; ; ;282,72;0
2003-06-18; ; ; ;287,01;0
2003-06-17; ; ; ;285,47;0
2003-06-16; ; ; ;283,69;0
2003-06-13; ; ; ;276,28;0
2003-06-12; ; ; ;280,15;0
2003-06-11; ; ; ;276,84;0
2003-06-10; ; ; ;273,68;0
2003-06-09; ; ; ;270,25;0
2003-06-06; ; ; ;272,86;0
2003-06-05; ; ; ;265,85;0
2003-06-04; ; ; ;268,72;0
2003-06-03; ; ; ;264,50;0
2003-06-02; ; ; ;267,49;0
2003-05-30; ; ; ;261,03;0
2003-05-29; ; ; ;255,01;0
2003-05-28; ; ; ;255,81;0
2003-05-27; ; ; ;251,91;0
2003-05-26; ; ; ;248,60;0
2003-05-23; ; ; ;248,16;0
2003-05-22; ; ; ;251,36;0
2003-05-21; ; ; ;247,98;0
2003-05-20; ; ; ;249,21;0
2003-05-19; ; ; ;250,13;0
2003-05-16; ; ; ;261,08;0
2003-05-15; ; ; ;260,86;0
2003-05-14; ; ; ;255,99;0
2003-05-13; ; ; ;254,65;0
2003-05-12; ; ; ;256,68;0
2003-05-09; ; ; ;258,06;0
2003-05-08; ; ; ;252,47;0
2003-05-07; ; ; ;261,90;0
2003-05-06; ; ; ;266,54;0
2003-05-05; ; ; ;262,47;0
2003-05-02; ; ; ;260,14;0
2003-05-01; ; ; ;256,65;0
2003-04-30; ; ; ;256,65;0
2003-04-29; ; ; ;253,94;0
2003-04-28; ; ; ;257,21;0
2003-04-25; ; ; ;248,26;0
2003-04-24; ; ; ;252,29;0
2003-04-23; ; ; ;258,62;0
2003-04-22; ; ; ;257,03;0
2003-04-21; ; ; ;252,15;0
2003-04-18; ; ; ;252,15;0
2003-04-17; ; ; ;252,15;0
2003-04-16; ; ; ;246,50;0
2003-04-15; ; ; ;246,97;0
2003-04-14; ; ; ;242,35;0
2003-04-11; ; ; ;239,11;0
2003-04-10; ; ; ;236,18;0
2003-04-09; ; ; ;239,08;0
2003-04-08; ; ; ;241,45;0
2003-04-07; ; ; ;244,58;0
2003-04-04; ; ; ;232,09;0
2003-04-03; ; ; ;225,40;0
2003-04-02; ; ; ;226,81;0
2003-04-01; ; ; ;215,96;0
2003-03-31; ; ; ;213,85;0
2003-03-28; ; ; ;221,27;0
2003-03-27; ; ; ;226,37;0
2003-03-26; ; ; ;226,10;0
2003-03-25; ; ; ;230,20;0
2003-03-24; ; ; ;223,43;0
2003-03-21; ; ; ;236,45;0
2003-03-20; ; ; ;227,91;0
2003-03-19; ; ; ;228,66;0
2003-03-18; ; ; ;225,99;0
2003-03-17; ; ; ;218,26;0
2003-03-14; ; ; ;211,36;0
2003-03-13; ; ; ;207,38;0
2003-03-12; ; ; ;195,57;0
2003-03-11; ; ; ;203,49;0
2003-03-10; ; ; ;205,51;0
2003-03-07; ; ; ;213,78;0
2003-03-06; ; ; ;214,30;0
2003-03-05; ; ; ;218,94;0
2003-03-04; ; ; ;219,52;0
2003-03-03; ; ; ;223,72;0
2003-02-28; ; ; ;223,36;0
2003-02-27; ; ; ;220,66;0
2003-02-26; ; ; ;215,62;0
2003-02-25; ; ; ;218,74;0
2003-02-24; ; ; ;225,58;0
2003-02-21; ; ; ;231,47;0
2003-02-20; ; ; ;227,11;0
2003-02-19; ; ; ;229,66;0
2003-02-18; ; ; ;238,55;0
2003-02-17; ; ; ;236,15;0
2003-02-14; ; ; ;233,48;0
2003-02-13; ; ; ;224,23;0
2003-02-12; ; ; ;225,74;0
2003-02-11; ; ; ;230,42;0
2003-02-10; ; ; ;227,06;0
2003-02-07; ; ; ;225,85;0
2003-02-06; ; ; ;232,23;0
2003-02-05; ; ; ;238,29;0
2003-02-04; ; ; ;231,09;0
2003-02-03; ; ; ;240,46;0
2003-01-31; ; ; ;235,33;0
2003-01-30; ; ; ;235,33;0
2003-01-29; ; ; ;236,33;0
2003-01-28; ; ; ;233,56;0
2003-01-27; ; ; ;231,78;0
2003-01-24; ; ; ;237,68;0
2003-01-23; ; ; ;244,77;0
2003-01-22; ; ; ;244,22;0
2003-01-21; ; ; ;249,73;0
2003-01-20; ; ; ;251,57;0
2003-01-17; ; ; ;253,41;0
2003-01-16; ; ; ;263,96;0
2003-01-15; ; ; ;263,35;0
2003-01-14; ; ; ;267,16;0
2003-01-13; ; ; ;264,18;0
2003-01-10; ; ; ;262,26;0
2003-01-09; ; ; ;261,86;0
2003-01-08; ; ; ;258,40;0
2003-01-07; ; ; ;267,89;0
2003-01-06; ; ; ;271,35;0
2003-01-03; ; ; ;266,63;0
2003-01-02; ; ; ;267,48;0
2003-01-01; ; ; ;250,69;0
2002-12-31; ; ; ;250,69;0
2002-12-30; ; ; ;250,69;0
2002-12-27; ; ; ;246,36;0
2002-12-26; ; ; ;258,58;0
2002-12-25; ; ; ;258,58;0
2002-12-24; ; ; ;258,58;0
2002-12-23; ; ; ;258,58;0
2002-12-20; ; ; ;260,77;0
2002-12-19; ; ; ;255,83;0
2002-12-18; ; ; ;260,60;0
2002-12-17; ; ; ;269,48;0
2002-12-16; ; ; ;274,48;0
2002-12-13; ; ; ;265,24;0
2002-12-12; ; ; ;268,44;0
2002-12-11; ; ; ;274,98;0
2002-12-10; ; ; ;272,66;0
2002-12-09; ; ; ;265,08;0
2002-12-06; ; ; ;276,11;0
2002-12-05; ; ; ;277,56;0
2002-12-04; ; ; ;284,68;0
2002-12-03; ; ; ;281,51;0
2002-12-02; ; ; ;289,04;0
2002-11-29; ; ; ;284,90;0
2002-11-28; ; ; ;287,38;0
2002-11-27; ; ; ;286,23;0
2002-11-26; ; ; ;274,65;0
2002-11-25; ; ; ;282,66;0
2002-11-22; ; ; ;284,29;0
2002-11-21; ; ; ;283,09;0
2002-11-20; ; ; ;276,05;0
2002-11-19; ; ; ;275,73;0
2002-11-18; ; ; ;276,60;0
2002-11-15; ; ; ;274,76;0
2002-11-14; ; ; ;274,52;0
2002-11-13; ; ; ;265,53;0
2002-11-12; ; ; ;269,30;0
2002-11-11; ; ; ;263,73;0
2002-11-08; ; ; ;267,26;0
2002-11-07; ; ; ;272,37;0
2002-11-06; ; ; ;283,37;0
2002-11-05; ; ; ;287,42;0
2002-11-04; ; ; ;285,64;0
2002-11-01; ; ; ;273,18;0
2002-10-31; ; ; ;272,44;0
2002-10-30; ; ; ;268,92;0
2002-10-29; ; ; ;261,73;0
2002-10-28; ; ; ;275,47;0
2002-10-25; ; ; ;267,98;0
2002-10-24; ; ; ;267,09;0
2002-10-23; ; ; ;261,22;0
2002-10-22; ; ; ;272,39;0
2002-10-21; ; ; ;281,95;0
2002-10-18; ; ; ;272,83;0
2002-10-17; ; ; ;273,39;0
2002-10-16; ; ; ;260,41;0
2002-10-15; ; ; ;263,49;0
2002-10-14; ; ; ;247,33;0
2002-10-11; ; ; ;253,01;0
2002-10-10; ; ; ;237,06;0
2002-10-09; ; ; ;226,87;0
2002-10-08; ; ; ;229,16;0
2002-10-07; ; ; ;232,86;0
2002-10-04; ; ; ;236,89;0
2002-10-03; ; ; ;244,32;0
2002-10-02; ; ; ;253,19;0
2002-10-01; ; ; ;248,25;0
2002-09-30; ; ; ;241,21;0
2002-09-27; ; ; ;253,39;0
2002-09-26; ; ; ;260,93;0
2002-09-25; ; ; ;255,79;0
2002-09-24; ; ; ;248,87;0
2002-09-23; ; ; ;253,16;0
2002-09-20; ; ; ;264,88;0
2002-09-19; ; ; ;260,43;0
2002-09-18; ; ; ;269,20;0
2002-09-17; ; ; ;282,41;0
2002-09-16; ; ; ;284,71;0
2002-09-13; ; ; ;288,31;0
2002-09-12; ; ; ;293,38;0
2002-09-11; ; ; ;305,90;0
2002-09-10; ; ; ;299,03;0
2002-09-09; ; ; ;294,13;0
2002-09-06; ; ; ;298,56;0
2002-09-05; ; ; ;288,49;0
2002-09-04; ; ; ;294,36;0
2002-09-03; ; ; ;292,72;0
2002-09-02; ; ; ;308,89;0
2002-08-30; ; ; ;316,74;0
2002-08-29; ; ; ;312,75;0
2002-08-28; ; ; ;314,73;0
2002-08-27; ; ; ;327,64;0
2002-08-26; ; ; ;322,50;0
2002-08-23; ; ; ;325,85;0
2002-08-22; ; ; ;331,54;0
2002-08-21; ; ; ;328,53;0
2002-08-20; ; ; ;320,98;0
2002-08-19; ; ; ;326,35;0
2002-08-16; ; ; ;314,48;0
2002-08-15; ; ; ;312,91;0
2002-08-14; ; ; ;306,74;0
2002-08-13; ; ; ;313,89;0
2002-08-12; ; ; ;311,37;0
2002-08-09; ; ; ;319,91;0
2002-08-08; ; ; ;313,82;0
2002-08-07; ; ; ;297,88;0
2002-08-06; ; ; ;304,87;0
2002-08-05; ; ; ;287,68;0
2002-08-02; ; ; ;303,57;0
2002-08-01; ; ; ;309,06;0
2002-07-31; ; ; ;316,24;0
2002-07-30; ; ; ;329,53;0
2002-07-29; ; ; ;328,04;0
2002-07-26; ; ; ;306,32;0
2002-07-25; ; ; ;302,06;0
2002-07-24; ; ; ;309,91;0
2002-07-23; ; ; ;301,89;0
2002-07-22; ; ; ;315,80;0
2002-07-19; ; ; ;331,46;0
2002-07-18; ; ; ;347,30;0
2002-07-17; ; ; ;346,26;0
2002-07-16; ; ; ;337,66;0
2002-07-15; ; ; ;333,54;0
2002-07-12; ; ; ;350,56;0
2002-07-11; ; ; ;349,46;0
2002-07-10; ; ; ;355,75;0
2002-07-09; ; ; ;369,39;0
2002-07-08; ; ; ;375,01;0
2002-07-05; ; ; ;377,95;0
2002-07-04; ; ; ;360,66;0
2002-07-03; ; ; ;351,86;0
2002-07-02; ; ; ;356,58;0
2002-07-01; ; ; ;369,81;0
2002-06-28; ; ; ;371,20;0
2002-06-27; ; ; ;361,25;0
2002-06-26; ; ; ;349,07;0
2002-06-25; ; ; ;357,44;0
2002-06-24; ; ; ;351,53;0
2002-06-21; ; ; ;360,14;0
2002-06-20; ; ; ;361,74;0
2002-06-19; ; ; ;368,48;0
2002-06-18; ; ; ;374,03;0
2002-06-17; ; ; ;376,83;0
2002-06-14; ; ; ;366,06;0
