Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2011-06-01;645,47;646,62;637,27;638,97;4.457.160.000
2011-05-31;637,62;646,91;637,62;644,78;5.825.680.000
2011-05-30;634,05;636,67;632,67;633,71;2.016.610.000
2011-05-27;633,17;636,07;629,91;633,30;3.858.870.000
2011-05-26;635,26;636,86;627,04;628,93;5.415.450.000
2011-05-25;628,17;634,20;625,73;633,25;5.515.870.000
2011-05-24;629,82;635,58;629,82;631,97;4.077.350.000
2011-05-23;637,22;637,58;628,15;629,13;4.630.000.000
2011-05-20;649,54;653,08;639,12;641,81;6.513.790.000
2011-05-19;646,71;653,07;645,05;648,69;4.182.680.000
2011-05-18;644,17;646,89;640,75;643,78;3.577.010.000
2011-05-17;648,42;649,49;640,08;640,36;4.446.680.000
2011-05-16;648,34;651,86;642,66;650,94;4.462.360.000
2011-05-13;658,28;660,85;651,61;652,50;4.381.670.000
2011-05-12;655,49;655,49;648,09;655,16;6.164.720.000
2011-05-11;662,20;665,38;657,52;659,64;4.994.380.000
2011-05-10;654,82;662,56;654,13;660,17;4.018.080.000
2011-05-09;655,70;658,79;650,68;652,63;4.778.050.000
2011-05-06;650,08;659,08;647,52;658,54;7.102.950.000
2011-05-05;651,50;653,00;642,52;648,85;7.565.520.000
2011-05-04;658,92;661,96;647,50;648,92;7.568.960.000
2011-05-03;661,52;661,81;655,13;659,71;6.279.020.000
2011-05-02;664,08;667,98;662,26;662,27;3.416.170.000
2011-04-29;658,22;660,86;656,49;660,86;4.116.470.000
2011-04-28;655,79;657,70;653,76;657,39;6.160.800.000
2011-04-27;648,85;654,03;648,31;652,00;4.230.940.000
2011-04-26;641,81;647,90;641,15;647,60;3.084.380.000
2011-04-21;641,12;643,64;640,81;642,23;3.742.990.000
2011-04-20;624,26;639,23;624,26;638,26;5.599.050.000
2011-04-19;620,63;623,88;620,00;620,78;4.561.240.000
2011-04-18;632,34;632,43;616,70;619,18;4.889.830.000
2011-04-15;631,02;633,70;630,06;632,46;5.625.450.000
2011-04-14;631,06;632,63;626,20;629,63;3.842.870.000
2011-04-13;628,20;634,25;627,84;632,23;5.386.060.000
2011-04-12;631,42;632,36;624,83;626,05;5.366.400.000
2011-04-11;637,19;637,19;631,73;635,06;4.063.050.000
2011-04-08;636,62;638,33;635,27;636,91;4.041.210.000
2011-04-07;637,35;638,88;633,85;633,91;4.292.040.000
2011-04-06;637,19;639,76;633,16;637,69;4.216.140.000
2011-04-05;634,47;635,69;630,80;634,61;4.189.730.000
2011-04-04;634,17;636,53;634,17;634,69;3.336.470.000
2011-04-01;627,59;635,09;627,23;634,48;4.436.050.000
2011-03-31;624,97;626,06;622,97;622,97;3.977.690.000
2011-03-30;617,93;624,71;617,86;624,14;4.248.720.000
2011-03-29;615,91;615,97;608,76;614,04;3.606.200.000
2011-03-28;613,47;616,83;612,01;614,51;3.358.860.000
2011-03-25;614,19;617,43;612,35;614,30;3.284.340.000
2011-03-24;601,53;613,55;600,89;613,08;4.147.110.000
2011-03-23;598,00;602,26;595,21;602,05;3.807.550.000
2011-03-22;604,26;604,45;598,92;600,22;3.975.900.000
2011-03-21;591,37;604,51;591,14;603,58;5.737.270.000
2011-03-18;590,52;598,23;590,26;590,35;9.772.170.000
2011-03-17;578,82;591,41;577,05;588,80;5.892.140.000
2011-03-16;588,24;594,98;575,42;576,24;7.359.700.000
2011-03-15;604,43;604,48;572,43;586,83;11.184.200.000
2011-03-14;615,48;615,92;603,36;605,12;6.659.650.000
2011-03-11;620,64;620,95;613,88;614,93;5.424.800.000
2011-03-10;626,42;626,61;619,29;622,27;4.834.990.000
2011-03-09;632,06;635,83;627,27;628,93;4.433.920.000
2011-03-08;629,84;631,30;624,22;631,18;4.303.630.000
2011-03-07;629,26;639,02;627,03;630,49;3.580.940.000
2011-03-04;637,15;642,19;629,83;631,46;4.080.390.000
2011-03-03;633,53;640,50;632,92;635,28;3.920.220.000
2011-03-02;633,59;633,59;626,49;631,59;4.541.050.000
2011-03-01;641,57;646,46;634,82;635,75;4.562.420.000
2011-02-28;630,55;641,48;629,07;639,16;4.369.590.000
2011-02-25;626,71;632,20;625,92;631,56;4.115.830.000
2011-02-24;629,88;630,05;622,65;625,45;5.839.270.000
2011-02-23;641,92;641,92;630,67;631,66;4.597.540.000
2011-02-22;642,04;645,43;637,82;642,99;4.725.300.000
2011-02-21;651,61;654,09;643,13;643,90;3.970.460.000
2011-02-18;652,54;653,10;648,97;653,10;5.186.730.000
2011-02-17;653,52;653,94;648,20;651,39;4.537.350.000
2011-02-16;652,14;654,17;651,21;652,47;5.287.638.000
2011-02-15;651,34;653,11;649,33;651,20;4.256.260.000
2011-02-14;651,31;653,48;650,18;651,54;3.356.842.000
2011-02-11;645,15;650,45;641,57;648,95;4.144.290.000
2011-02-10;645,02;646,20;640,52;646,20;4.380.743.000
2011-02-09;645,13;648,03;644,63;645,27;3.673.565.000
2011-02-08;641,49;645,66;641,09;645,53;4.480.773.000
2011-02-07;635,54;641,85;635,54;641,81;3.983.214.000
2011-02-04;634,68;636,03;633,14;635,52;3.743.033.000
2011-02-03;632,38;633,64;629,26;633,43;4.306.656.000
2011-02-02;633,41;636,71;630,86;632,47;4.820.132.000
2011-02-01;627,21;633,35;626,61;633,12;4.638.527.000
2011-01-31;625,46;626,08;620,08;623,85;3.817.286.000
2011-01-28;630,11;632,65;626,41;626,41;4.002.224.000
2011-01-27;628,66;632,58;628,56;630,68;4.681.295.000
2011-01-26;622,70;630,35;622,70;628,29;4.619.144.000
2011-01-25;622,64;624,82;620,31;621,13;5.952.306.000
2011-01-24;623,81;624,30;616,63;622,06;5.760.732.000
2011-01-21;620,47;627,17;619,11;622,07;6.729.034.000
2011-01-20;624,66;624,91;618,30;618,87;5.935.210.000
2011-01-19;632,33;632,39;624,76;625,22;4.596.612.000
2011-01-18;625,35;631,63;625,35;630,74;4.498.042.000
2011-01-17;625,07;626,15;623,22;625,10;3.004.932.000
2011-01-14;624,01;625,68;619,97;625,20;4.942.478.000
2011-01-13;625,98;626,27;622,36;625,22;5.397.300.000
2011-01-12;615,75;625,25;615,75;625,25;4.832.898.000
2011-01-11;606,67;615,15;606,67;614,44;4.433.091.000
2011-01-10;613,20;613,45;604,55;606,01;3.580.484.000
2011-01-07;617,51;618,94;613,85;614,23;3.602.599.000
2011-01-06;614,46;621,93;614,46;616,55;3.685.845.000
2011-01-05;616,55;616,57;605,98;613,47;4.989.051.000
2011-01-04;617,76;621,48;615,89;617,35;3.575.739.000
2011-01-03;613,12;620,98;613,12;618,56;2.613.072.000
2010-12-30;617,68;618,48;609,91;611,30;1.610.066.000
2010-12-29;616,83;618,34;616,31;617,51;1.571.041.000
2010-12-28;615,83;616,48;614,02;615,38;1.423.868.000
2010-12-27;622,86;622,86;613,13;615,06;1.898.721.000
2010-12-23;623,75;623,75;621,19;622,40;1.818.613.000
2010-12-22;622,98;623,80;622,50;622,82;2.380.952.000
2010-12-21;620,16;623,82;619,89;623,11;2.889.247.000
2010-12-20;615,46;621,40;615,44;617,90;3.060.350.000
2010-12-17;618,75;619,40;614,46;614,49;6.728.977.000
2010-12-16;617,03;618,64;615,54;618,01;3.169.854.000
2010-12-15;616,64;618,57;612,79;617,59;3.947.709.000
2010-12-14;618,21;618,61;616,68;618,05;3.052.275.000
2010-12-13;617,39;619,47;617,13;618,30;2.983.771.000
2010-12-10;613,62;616,34;612,59;615,68;3.582.421.000
2010-12-09;615,65;617,17;610,44;611,78;5.476.468.000
2010-12-08;613,91;616,01;612,06;613,43;3.930.883.000
2010-12-07;613,75;619,41;613,00;616,05;2.814.296.000
2010-12-06;611,94;612,97;609,38;611,90;2.604.801.000
2010-12-03;610,00;612,77;607,56;610,41;2.797.557.000
2010-12-02;603,33;610,94;600,81;610,92;2.952.521.000
2010-12-01;589,55;601,91;589,29;601,82;2.386.727.000
2010-11-30;589,63;592,17;583,87;586,34;5.582.967.000
2010-11-29;600,20;604,58;586,88;586,89;4.678.974.000
2010-11-26;599,29;601,36;593,51;599,72;3.851.008.000
2010-11-25;597,75;602,63;597,12;602,23;3.269.314.000
2010-11-24;589,40;597,58;586,58;596,88;4.447.725.000
2010-11-23;594,38;596,86;586,63;586,63;4.203.110.000
2010-11-22;600,80;603,48;595,72;596,81;3.532.449.000
2010-11-19;598,36;599,11;594,60;598,41;4.153.824.000
2010-11-18;588,43;597,45;588,43;597,38;3.682.616.000
2010-11-17;582,08;586,25;582,08;585,88;3.062.639.000
2010-11-16;591,27;591,78;582,69;582,69;4.036.350.000
2010-11-15;587,76;595,07;584,61;593,94;4.178.405.000
2010-11-12;586,62;590,69;579,28;589,01;4.643.417.000
2010-11-11;589,73;590,74;586,66;588,11;4.270.708.000
2010-11-10;592,56;593,74;586,15;588,48;4.991.785.000
2010-11-09;589,99;595,92;589,99;594,30;4.070.149.000
2010-11-08;590,17;591,47;589,31;590,91;3.121.928.000
2010-11-05;590,44;592,39;587,72;591,08;4.142.800.000
2010-11-04;582,09;591,18;582,09;589,62;4.776.291.000
2010-11-03;584,48;585,03;579,11;580,01;3.448.165.000
2010-11-02;578,66;583,93;578,43;582,80;2.997.383.000
2010-11-01;580,45;584,21;577,64;578,91;3.006.766.000
2010-10-29;577,19;580,25;575,59;578,36;3.824.357.000
2010-10-28;577,44;581,16;576,62;577,68;4.070.509.000
2010-10-27;578,77;580,58;574,58;575,44;4.406.750.000
2010-10-26;581,32;581,84;576,72;579,38;3.748.545.000
2010-10-25;580,67;583,84;580,46;581,48;3.022.065.000
2010-10-22;577,04;579,27;576,34;578,17;2.932.805.000
2010-10-21;570,11;578,90;570,08;578,25;3.796.201.000
2010-10-20;566,54;571,25;565,63;571,14;3.246.078.000
2010-10-19;570,55;572,91;567,23;568,11;3.680.423.000
2010-10-18;567,42;572,15;566,37;570,90;3.123.762.000
2010-10-15;566,91;570,44;565,13;568,96;4.921.808.000
2010-10-14;564,66;568,39;564,45;565,95;3.829.751.000
2010-10-13;555,23;565,56;555,23;563,99;4.763.074.000
2010-10-12;548,90;553,61;546,59;552,82;3.502.557.000
2010-10-11;552,26;554,00;551,32;553,07;2.545.788.000
2010-10-08;548,76;551,24;547,33;551,08;3.679.723.000
2010-10-07;549,35;552,83;545,91;549,52;3.582.115.000
2010-10-06;546,17;550,40;545,97;549,03;4.213.513.000
2010-10-05;537,58;545,49;536,44;544,36;3.873.473.000
2010-10-04;543,79;543,80;537,35;537,68;3.353.869.000
2010-10-01;547,10;550,58;542,59;544,16;4.591.410.000
2010-09-30;544,78;553,72;543,19;545,46;4.537.020.000
2010-09-29;550,16;552,25;544,88;546,53;4.020.610.000
2010-09-28;547,08;551,22;542,25;548,64;3.982.279.000
2010-09-27;550,89;552,52;548,23;548,71;3.328.711.000
2010-09-24;539,79;550,85;537,82;550,24;4.255.998.000
2010-09-23;545,49;547,07;536,15;540,66;3.837.753.000
2010-09-22;549,96;550,45;542,27;542,83;4.426.528.000
2010-09-21;549,17;553,69;548,71;548,72;4.250.688.000
2010-09-20;544,65;550,31;544,02;549,98;3.331.359.000
2010-09-17;548,52;551,75;541,59;542,99;8.203.898.000
2010-09-16;545,68;548,39;544,99;545,76;3.597.712.000
2010-09-15;548,23;548,83;544,26;546,73;3.328.392.000
2010-09-14;546,77;548,87;544,60;547,93;3.730.898.000
2010-09-13;545,29;549,00;544,32;546,68;3.397.760.000
2010-09-10;542,20;543,43;540,37;542,85;3.480.367.000
2010-09-09;536,81;543,85;535,57;543,12;3.327.020.000
2010-09-08;532,89;539,05;529,74;538,03;3.180.722.000
2010-09-07;536,05;536,05;531,53;534,17;2.454.041.000
2010-09-06;536,33;538,15;536,22;537,41;2.075.341.000
2010-09-03;532,61;539,08;531,87;535,66;3.292.816.000
2010-09-02;530,25;532,71;528,70;531,49;3.256.485.000
2010-09-01;518,41;531,14;513,64;531,06;3.945.870.000
2010-08-31;514,72;517,45;509,30;517,45;3.263.981.000
2010-08-30;519,90;521,37;514,74;516,24;1.648.417.000
2010-08-27;514,54;519,02;510,74;519,01;2.946.564.000
2010-08-26;516,32;518,14;514,14;515,44;2.686.000.000
2010-08-25;516,29;518,86;509,22;513,65;3.443.992.000
2010-08-24;521,36;521,36;512,38;517,11;3.151.673.000
2010-08-23;524,61;527,60;522,89;524,13;2.307.551.000
2010-08-20;530,99;530,99;523,24;523,56;3.553.154.000
2010-08-19;541,69;542,38;529,75;529,93;3.557.553.000
2010-08-18;538,69;541,03;536,34;538,91;2.737.193.000
2010-08-17;533,17;540,72;533,17;540,32;3.076.138.000
2010-08-16;533,40;535,83;528,27;532,00;2.520.220.000
2010-08-13;535,43;536,42;528,58;531,78;3.227.066.000
2010-08-12;534,87;537,12;530,86;533,48;3.685.649.000
2010-08-11;543,48;543,48;534,94;535,49;3.698.020.000
2010-08-10;551,15;551,49;544,53;547,26;2.934.444.000
2010-08-09;549,93;553,30;549,93;553,11;2.600.525.000
2010-08-06;553,37;555,83;544,27;545,29;4.120.046.000
2010-08-05;550,19;555,31;550,19;551,38;3.988.206.000
2010-08-04;547,55;553,27;545,76;551,04;3.493.364.000
2010-08-03;546,76;549,37;545,80;549,08;3.413.547.000
2010-08-02;538,47;548,36;538,47;547,85;3.587.138.000
2010-07-30;534,49;538,36;528,67;535,45;3.672.649.000
2010-07-29;540,46;543,29;534,64;535,01;3.866.841.000
2010-07-28;543,69;545,20;536,65;539,13;3.359.175.000
2010-07-27;542,65;545,70;540,50;541,82;4.633.816.000
2010-07-26;540,64;541,16;535,82;541,16;2.479.048.000
2010-07-23;534,61;539,80;533,66;538,05;3.043.222.000
2010-07-22;521,41;535,83;520,69;535,80;3.572.275.000
2010-07-21;524,16;527,99;521,86;522,74;2.760.863.000
2010-07-20;526,31;526,50;515,30;519,84;3.088.084.000
2010-07-19;525,62;529,41;522,20;523,48;2.723.252.000
2010-07-16;535,96;539,96;525,79;526,23;4.828.187.000
2010-07-15;538,63;543,47;533,55;535,18;3.613.943.000
2010-07-14;540,86;541,98;536,44;540,25;3.124.045.000
2010-07-13;529,47;539,55;529,29;538,97;3.708.014.000
2010-07-12;529,36;532,54;528,11;532,04;1.264.288.000
2010-07-09;527,91;529,27;526,09;528,25;2.632.350.000
2010-07-08;524,81;527,13;523,29;525,56;3.555.136.000
2010-07-07;514,52;522,10;509,94;521,86;3.694.504.000
2010-07-06;508,83;521,89;508,83;517,88;3.537.982.000
2010-07-05;509,90;510,10;506,36;506,63;1.898.035.000
2010-07-02;511,72;515,25;507,93;507,93;3.275.418.000
2010-07-01;514,96;517,45;507,03;509,33;4.407.516.000
2010-06-30;519,51;521,93;516,90;518,87;3.560.746.000
2010-06-29;531,05;531,05;516,58;517,77;3.987.808.000
2010-06-28;529,91;535,79;527,07;535,48;2.699.813.000
2010-06-25;532,01;534,51;525,88;527,78;3.375.228.000
2010-06-24;541,61;541,94;531,03;531,62;3.610.646.000
2010-06-23;541,63;545,49;538,23;539,66;3.153.026.000
2010-06-22;544,98;547,54;541,05;545,19;3.014.231.000
2010-06-21;543,51;550,69;543,51;547,51;3.314.301.000
2010-06-18;541,69;543,79;538,63;541,01;7.838.786.000
2010-06-17;537,99;542,51;536,46;541,25;3.795.810.000
2010-06-16;539,61;540,06;534,57;538,40;3.936.404.000
2010-06-15;530,63;539,00;530,63;537,49;3.615.756.000
2010-06-14;530,04;534,24;530,04;533,54;3.424.349.000
2010-06-11;526,62;529,03;521,33;526,57;4.313.345.000
2010-06-10;517,71;528,93;515,07;526,77;4.454.641.000
2010-06-09;511,48;520,12;507,62;519,74;3.979.591.000
2010-06-08;514,38;514,94;504,60;509,37;5.546.720.000
2010-06-07;513,27;517,63;509,36;513,22;3.917.273.000
2010-06-04;528,72;531,66;515,42;516,75;4.405.041.000
2010-06-03;524,11;530,45;524,11;526,75;3.335.552.000
2010-06-02;516,59;520,66;511,25;520,06;3.373.056.000
2010-06-01;516,62;522,15;507,61;519,88;3.937.498.000
2010-05-31;516,11;521,13;516,11;519,01;1.576.789.000
2010-05-28;517,55;519,99;515,66;517,13;3.747.169.000
2010-05-27;503,17;517,38;503,17;516,27;6.413.769.000
2010-05-26;493,57;505,90;493,57;500,41;5.714.984.000
2010-05-25;504,09;504,09;487,05;491,62;5.756.987.000
2010-05-24;508,89;510,29;498,99;504,87;2.955.586.000
2010-05-21;507,99;509,40;495,80;506,54;9.920.978.000
2010-05-20;523,41;525,24;503,38;509,49;6.804.836.000
2010-05-19;529,84;532,39;520,31;520,77;6.054.981.000
2010-05-18;530,04;537,60;529,93;535,48;4.089.937.000
2010-05-17;525,69;535,14;525,48;527,98;4.779.498.000
2010-05-14;543,43;543,43;525,07;528,06;5.809.849.000
2010-05-13;541,07;546,50;540,51;544,90;4.054.976.000
2010-05-12;525,96;541,85;524,50;539,44;6.322.022.000
2010-05-11;522,61;526,43;517,33;526,30;5.558.953.000
2010-05-10;498,36;525,02;498,33;525,02;9.189.074.000
2010-05-07;514,34;514,34;494,14;498,22;10.177.395.000
2010-05-06;518,16;523,61;513,10;514,84;9.020.044.000
2010-05-05;525,38;526,28;517,60;519,60;8.428.078.000
2010-05-04;540,31;541,81;524,04;524,84;7.205.135.000
2010-05-03;535,11;540,83;532,41;539,22;3.604.951.000
2010-04-30;537,94;542,26;532,76;536,20;7.717.727.000
2010-04-29;532,52;538,14;530,38;537,15;7.339.205.000
2010-04-28;537,17;537,23;525,56;531,25;8.955.689.000
2010-04-27;553,51;553,54;538,40;538,40;6.497.326.000
2010-04-26;550,47;554,20;550,35;553,57;4.198.576.000
2010-04-23;540,68;548,96;539,55;547,31;5.065.409.000
2010-04-22;544,40;549,22;537,27;539,11;6.954.942.000
2010-04-21;548,06;548,76;544,83;544,83;5.408.230.000
2010-04-20;538,16;547,35;538,16;547,21;4.984.294.000
2010-04-19;539,34;540,39;536,19;537,88;4.499.311.000
2010-04-16;547,11;550,18;539,97;539,97;7.274.768.000
2010-04-15;548,43;550,53;545,61;549,08;3.838.776.000
2010-04-14;545,73;549,56;545,08;547,77;4.084.052.000
2010-04-13;544,09;545,00;540,91;543,25;3.542.820.000
2010-04-12;547,85;547,96;542,95;544,95;2.961.982.000
2010-04-09;541,81;545,20;541,81;544,95;3.581.110.000
2010-04-08;540,98;541,35;535,54;538,04;3.709.344.000
2010-04-07;544,80;545,54;541,86;542,76;3.533.726.000
2010-04-06;544,10;545,95;542,15;545,14;3.651.597.000
2010-04-01;537,68;543,01;537,68;543,01;3.517.749.000
2010-03-31;534,11;536,31;532,04;535,64;4.206.166.000
2010-03-30;538,57;539,68;533,92;534,42;3.975.674.000
2010-03-29;534,92;537,27;533,70;535,94;3.201.754.000
2010-03-26;533,28;533,89;531,71;532,97;4.025.610.000
2010-03-25;526,69;534,29;526,14;533,95;4.397.785.000
2010-03-24;525,10;526,96;520,45;526,21;4.052.411.000
2010-03-23;521,82;525,44;521,71;524,48;3.651.483.000
2010-03-22;519,78;521,73;515,43;521,73;3.455.436.000
2010-03-19;525,59;526,43;519,47;521,36;8.227.415.000
2010-03-18;524,27;526,36;522,75;523,89;3.678.841.000
2010-03-17;523,03;525,61;522,48;525,17;4.149.554.000
2010-03-16;517,46;522,08;517,42;520,72;3.269.476.000
2010-03-15;518,58;519,02;514,65;515,05;2.815.026.000
2010-03-12;518,58;522,13;517,87;518,58;3.812.852.000
2010-03-11;516,28;519,00;515,58;517,28;3.297.154.000
2010-03-10;512,74;518,33;512,03;517,71;3.405.709.000
2010-03-09;512,63;513,67;508,83;512,93;3.031.509.000
2010-03-08;513,22;513,77;511,43;512,28;3.038.159.000
2010-03-05;506,98;512,35;506,67;512,32;3.743.121.000
2010-03-04;503,99;507,38;503,06;505,31;3.389.348.000
2010-03-03;501,87;507,33;500,87;506,80;3.707.839.000
2010-03-02;498,22;503,05;497,23;503,01;3.558.839.000
2010-03-01;492,35;497,52;491,34;497,52;3.597.993.000
2010-02-26;484,33;487,91;482,13;487,81;3.965.884.000
2010-02-25;486,90;492,32;481,19;481,90;4.586.148.000
2010-02-24;490,14;491,04;485,88;489,42;3.780.207.000
2010-02-23;498,44;499,83;487,68;489,06;4.092.201.000
2010-02-22;500,52;500,66;496,90;496,21;1.304.220.000
2010-02-19;492,90;499,27;491,19;498,74;4.019.765.000
2010-02-18;492,45;496,23;491,05;495,66;4.065.736.000
2010-02-17;490,62;495,20;490,31;492,85;3.911.143.000
2010-02-16;484,11;487,60;480,16;487,59;3.338.430.000
2010-02-15;482,31;483,76;480,26;480,92;1.871.377.000
2010-02-12;483,35;485,60;477,08;479,90;3.710.163.000
2010-02-11;485,01;486,89;476,80;480,58;4.005.792.000
2010-02-10;482,66;487,44;481,09;483,03;4.262.478.000
2010-02-09;478,76;482,89;476,60;479,77;4.230.313.000
2010-02-08;477,01;479,99;473,57;478,12;4.340.607.000
2010-02-05;482,54;482,64;474,42;474,46;6.831.096.000
2010-02-04;496,40;497,95;483,22;483,77;5.212.530.000
2010-02-03;499,89;501,20;494,90;496,01;4.219.593.000
2010-02-02;494,63;499,83;491,46;499,07;3.870.060.000
2010-02-01;487,94;494,97;486,53;493,88;3.667.684.000
2010-01-29;487,26;493,63;485,50;489,82;4.929.574.000
2010-01-28;493,70;498,75;484,26;484,26;5.282.388.000
2010-01-27;492,47;495,10;487,98;492,25;4.657.061.000
2010-01-26;489,75;495,08;487,48;494,76;4.840.889.000
2010-01-25;494,03;497,03;491,58;491,91;3.999.318.000
2010-01-22;499,86;500,87;492,38;496,67;5.727.564.000
2010-01-21;513,21;514,42;501,52;501,77;4.748.894.000
2010-01-20;519,11;520,38;508,98;510,21;4.035.363.000
2010-01-19;514,82;521,46;510,05;520,56;3.643.470.000
2010-01-18;515,07;516,59;513,04;516,37;2.580.140.000
2010-01-15;523,46;525,21;512,26;513,14;5.203.288.000
2010-01-14;523,00;523,69;519,47;522,48;4.098.485.000
2010-01-13;517,54;520,39;516,09;519,71;3.751.206.000
2010-01-12;526,02;527,02;516,06;517,59;4.324.662.000
2010-01-11;528,39;530,41;525,28;525,93;3.531.319.000
2010-01-08;525,27;526,70;520,54;525,55;3.915.263.000
2010-01-07;522,09;524,86;518,90;523,83;3.725.104.000
2010-01-06;524,47;525,05;521,01;524,33;3.011.331.000
2010-01-05;523,08;525,43;522,30;523,64;3.384.364.000
2010-01-04;518,68;523,96;518,68;523,96;2.953.113.000
2009-12-30;519,02;519,80;515,26;516,05;1.197.702.000
2009-12-29;520,01;521,09;518,88;520,01;1.625.106.000
2009-12-28;519,16;519,92;517,05;518,85;1.341.497.000
2009-12-23;516,97;518,39;513,97;515,74;1.917.128.000
2009-12-22;514,96;517,48;513,88;514,85;2.726.593.000
2009-12-21;508,52;513,99;507,49;513,75;2.965.463.000
2009-12-18;508,72;511,66;506,20;506,20;6.812.427.000
2009-12-17;509,80;511,38;506,79;507,35;3.438.002.000
2009-12-16;505,33;512,22;505,06;512,22;3.933.614.000
2009-12-15;505,52;506,40;500,34;504,91;2.991.938.000
2009-12-14;504,59;506,25;502,36;504,17;2.802.033.000
2009-12-11;497,51;503,06;497,51;500,45;3.308.732.000
2009-12-10;491,62;498,27;490,64;496,46;2.809.677.000
2009-12-09;493,75;496,91;488,70;491,52;3.232.938.000
2009-12-08;501,50;505,19;493,19;495,16;3.542.657.000
2009-12-07;504,41;505,18;499,67;503,19;2.754.461.000
2009-12-04;499,10;508,47;497,68;505,40;3.786.940.000
2009-12-03;504,35;508,10;500,26;501,39;3.912.378.000
2009-12-02;500,98;504,28;499,52;502,25;3.632.917.000
2009-12-01;490,94;501,65;490,94;501,65;3.837.180.000
2009-11-30;495,09;496,11;487,53;488,51;3.850.647.000
2009-11-27;485,86;495,51;479,09;493,30;4.009.613.000
2009-11-26;500,81;500,81;486,00;486,94;4.036.252.000
2009-11-25;503,36;505,42;500,16;503,32;3.175.137.000
2009-11-24;500,34;504,43;498,74;500,59;3.214.584.000
2009-11-23;493,74;504,86;493,74;503,36;2.872.612.000
2009-11-20;496,78;498,61;489,62;491,35;4.116.091.000
2009-11-19;501,95;502,78;493,99;494,84;3.118.401.000
2009-11-18;503,56;507,08;501,30;502,54;3.430.332.000
2009-11-17;502,48;503,70;500,25;501,48;2.983.309.000
2009-11-16;497,03;504,38;496,80;503,92;3.706.729.000
2009-11-13;491,91;494,80;488,28;493,83;2.930.667.000
2009-11-12;491,44;496,77;489,52;492,13;3.422.597.000
2009-11-11;489,55;495,40;489,55;492,52;3.496.137.000
2009-11-10;490,15;491,28;487,05;487,64;3.796.390.000
2009-11-09;481,58;489,64;481,58;489,55;3.182.776.000
2009-11-06;476,02;480,73;472,39;478,58;3.533.082.000
2009-11-05;470,13;479,79;466,32;477,29;4.123.288.000
2009-11-04;466,66;476,04;466,66;474,01;3.834.380.000
2009-11-03;469,67;469,67;461,70;465,30;4.216.716.000
2009-11-02;470,37;474,80;467,70;471,76;3.603.653.000
2009-10-30;484,38;485,85;469,08;470,69;4.473.339.000
2009-10-29;475,74;484,65;473,01;484,60;5.084.934.000
2009-10-28;489,36;489,65;476,00;476,03;6.196.359.000
2009-10-27;492,19;492,73;486,87;489,01;4.233.440.000
2009-10-26;502,70;503,80;489,89;490,91;3.671.065.000
2009-10-23;503,84;507,97;499,19;499,44;3.196.730.000
2009-10-22;505,37;505,37;496,78;500,91;3.741.637.000
2009-10-21;507,69;508,92;499,18;507,27;4.422.293.000
2009-10-20;510,48;511,75;504,98;505,90;3.722.842.000
2009-10-19;502,88;509,26;502,88;509,26;3.554.726.000
2009-10-16;509,90;512,48;499,43;500,41;5.006.505.000
2009-10-15;510,42;511,36;506,12;508,14;4.630.826.000
2009-10-14;501,67;510,59;501,57;510,24;5.336.758.000
2009-10-13;503,77;504,98;497,47;498,80;3.353.853.000
2009-10-12;500,66;507,17;500,59;504,61;3.421.956.000
2009-10-09;497,32;501,61;495,73;498,81;3.168.070.000
2009-10-08;494,42;499,31;494,42;499,02;4.059.437.000
2009-10-07;491,92;496,30;490,90;492,08;3.368.204.000
2009-10-06;481,02;493,16;480,99;492,97;4.146.406.000
2009-10-05;476,63;479,72;474,21;479,66;3.054.491.000
2009-10-02;481,81;482,29;473,91;475,87;4.503.284.000
2009-10-01;494,82;498,48;483,82;483,84;3.890.932.000
2009-09-30;498,59;499,78;489,82;494,35;4.535.397.000
2009-09-29;498,39;499,88;494,76;496,81;3.868.903.000
2009-09-28;486,45;497,47;483,29;498,28;3.057.238.000
2009-09-25;487,65;488,16;483,98;485,33;0
2009-09-24;492,98;497,93;485,90;487,14;0
2009-09-23;496,06;499,36;492,90;495,15;0
2009-09-22;494,30;498,90;494,30;495,71;0
2009-09-21;494,86;494,86;488,08;491,93;0
2009-09-18;496,56;500,41;495,53;495,92;0
2009-09-17;497,92;499,53;495,99;498,14;0
2009-09-16;490,19;496,51;490,19;495,48;0
2009-09-15;487,97;490,37;485,29;488,98;0
2009-09-14;485,84;487,36;480,07;487,18;0
2009-09-11;486,47;489,64;486,47;487,92;0
2009-09-10;485,45;488,14;482,17;485,28;0
2009-09-09;474,62;483,60;473,89;483,56;0
2009-09-08;475,75;477,65;474,05;476,11;0
2009-09-07;469,28;474,96;469,28;474,27;0
2009-09-04;461,90;468,33;461,90;467,21;0
2009-09-03;461,47;464,91;458,54;460,07;0
2009-09-02;461,75;462,01;455,72;460,30;0
2009-09-01;475,10;476,58;461,59;461,59;0
2009-08-31;474,50;475,62;471,45;473,16;0
2009-08-28;476,19;482,23;476,19;477,91;0
2009-08-27;476,45;479,07;470,52;473,45;0
2009-08-26;479,03;482,26;475,90;477,67;0
2009-08-25;475,11;480,89;459,23;480,66;0
2009-08-24;474,59;478,38;474,59;477,55;0
2009-08-21;459,38;473,91;459,23;472,82;0
2009-08-20;457,35;461,75;457,26;460,66;0
2009-08-19;450,69;455,29;447,44;454,05;0
