arivaID,country,exchangeID,file_urls,files,foundingyear,industry,isin,listingdate,sector,security_name,stocktype,ticker
312,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=312&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=312&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0007257503.csv', 'checksum': '7c5e29c8b05ebff71ba3c9ef145680a1'}]",1996,Holdings,DE0007257503,25.07.1996,Diverse,ceconomy_st-aktie,Inlandsaktie,CEC
310,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=310&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=310&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0008232125.csv', 'checksum': '674cfe4f339e3de5cf2f30ca777a9977'}]",1953,Fluggesellschaften,DE0008232125,14.04.1966,Transport/Verkehrssektor,lufthansa-aktie,Inlandsaktie,LHA
100885350,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=100885350&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=100885350&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000A12UK08.csv', 'checksum': '275c7c3078fc4f1884fbb7533f5859f8'}]",2010,Internetkommerz,DE000A12UK08,10.10.2005,Informationstechnologie,mountain_alliance_ag-aktie,Inlandsaktie,ECF
100038721,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=100038721&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=100038721&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0005146807.csv', 'checksum': '63707c9820a81156eef553e0378f14ee'}]",1999,Internetkommerz,DE0005146807,26.10.2006,Informationstechnologie,delticom-aktie,Inlandsaktie,DEX
100067566,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=100067566&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=100067566&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000SYM9999.csv', 'checksum': '6a3f308797d1fce1031f654191b3b676'}]",1874,Chemie,DE000SYM9999,11.12.2006,Chemie/Pharma,symrise-aktie,Inlandsaktie,SY1
2501,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=2501&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=2501&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000A2E4T77.csv', 'checksum': '2c4d1fde1ca625898112fdf3e69311f6'}]",1891,Chemie,DE000A2E4T77,03.08.1998,Chemie/Pharma,h-r-aktie,Inlandsaktie,2HRA
265835,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=265835&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=265835&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000A1MMCC8.csv', 'checksum': '1040f817904ed7fb6a793d9c145455d1'}]",1980,Pharma,DE000A1MMCC8,15.07.1999,Chemie/Pharma,medios-aktie,Inlandsaktie,ILM1
153,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=153&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=153&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0006450000.csv', 'checksum': 'b4f1c48353aca2ecfae70107c4ebab56'}]",1976,Elektrotechnologie,DE0006450000,30.11.1998,Technologie,lpkf_laser-aktie,Inlandsaktie,LPK
125432373,Luxemburg,131,http://www.ariva.de/quote/historic/historic.csv?secu=125432373&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=125432373&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_LU1377527517.csv', 'checksum': '10da42a3833ed75c5c4c08c7b12e916a'}]",0,-,LU1377527517,-,Energie/Rohstoffe,senvion-aktie,Auslandsaktie,SEN
6,Deutschland,131,http://www.ariva.de/quote/historic/historic.csv?secu=6&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=6&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0005066609.csv', 'checksum': '78d82f01920da14ef67d6265e0a9d2e8'}]",1990,Biotechnologie,DE0005066609,10.05.1999,Chemie/Pharma,aap_implantate-aktie,Inlandsaktie,AAQ
1157,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=1157&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1157&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0006202005.csv', 'checksum': 'c56fe7bb2620a02843da378879875e46'}]",1843,Eisen/Stahlindustrie,DE0006202005,02.06.1998,Industrie,salzgitter-aktie,Inlandsaktie,SZG
1027,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=1027&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1027&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0005403901.csv', 'checksum': '72e7c216ff6c43ca9456b37490911b80'}]",1961,Sonstige Konsumgüter,DE0005403901,24.03.1993,Konsumgüter,cewe_stiftung-aktie,Inlandsaktie,CWC
4587,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=4587&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=4587&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0005810055.csv', 'checksum': 'e97bc3edb6b9146f794d297d3f958355'}]",1990,Finanzdienstleistungen,DE0005810055,05.02.2001,Finanzsektor,deutsche_b%C3%B6rse-aktie,Inlandsaktie,DB1
101308360,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=101308360&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=101308360&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000A0XYGA7.csv', 'checksum': '9d796655bc7a09d23534850e4386140a'}]",1970,Sonstige Technologie,DE000A0XYGA7,10.03.1998,Technologie,technotrans_se-aktie,Inlandsaktie,TTR1
133872850,,6,http://www.ariva.de/quote/historic/historic.csv?secu=133872850&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=133872850&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_GB00BF1GH114.csv', 'checksum': '24916a61846a8708561a3d6db06ea231'}]",,,GB00BF1GH114,,,mbh_corporation-aktie,,
130442146,Deutschland,131,http://www.ariva.de/quote/historic/historic.csv?secu=130442146&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=130442146&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000A161NR7.csv', 'checksum': 'cf62bf8d642b7cd1f787d0017a24e21b'}]",2015,Finanzdienstleistungen,DE000A161NR7,10.07.2017,Finanzsektor,the_naga_group-aktie,Inlandsaktie,N4G
754,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=754&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=754&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0005552004.csv', 'checksum': 'be4f8ac2aad0b43a7970578a1ec04e8b'}]",1989,Gütertransport,DE0005552004,20.11.2000,Transport/Verkehrssektor,deutsche_post-aktie,Inlandsaktie,DPW
2104,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=2104&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=2104&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0006766504.csv', 'checksum': '95b06b30a44b993e56f364d5641e6e4c'}]",1866,Rohstoffe,DE0006766504,07.07.1998,Energie/Rohstoffe,aurubis-aktie,Inlandsaktie,NDA
127235334,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=127235334&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=127235334&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000UNSE018.csv', 'checksum': 'fc44e38f3fc240b10d9bb02f077cd881'}]",2016,Energieversorger,DE000UNSE018,12.09.2016,Versorger,uniper-aktie,Inlandsaktie,UN01
135221826,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=135221826&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=135221826&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0106213793.csv', 'checksum': '66908a7a36163664ea220acac039df2e'}]",1996,Pharma,CH0106213793,15.05.2018,Chemie/Pharma,polyphor_n-aktie,Auslandsaktie,29Y
101237305,Deutschland,1,http://www.ariva.de/quote/historic/historic.csv?secu=101237305&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=101237305&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000A0WMJQ4.csv', 'checksum': '3d7559420764f0b7a9b33806323bf19d'}]",2012,Biotechnologie,DE000A0WMJQ4,-,Chemie/Pharma,elanix_biotechnologies-aktie,Inlandsaktie,ELN
134396935,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=134396935&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=134396935&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0404880129.csv', 'checksum': '9df116a1925da44cb1191f6e98197d24'}]",2004,Internetkommerz,CH0404880129,20.03.2018,Informationstechnologie,asmallworld-aktie,Auslandsaktie,1Q7
123515848,Luxemburg,6,http://www.ariva.de/quote/historic/historic.csv?secu=123515848&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=123515848&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_LU1296758029.csv', 'checksum': 'b6a212a6d737e3a725e3e1dd48538cfe'}]",2006,Immobilien,LU1296758029,04.10.2016,Diverse,corestate_capital_holding-aktie,Auslandsaktie,CCAP
100068409,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=100068409&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=100068409&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0012488190.csv', 'checksum': 'b178e1f0ae3c91d5be8114776a1c716a'}]",,Dienstleistungen,CH0012488190,-,Diverse,aevis_holding-aktie,Auslandsaktie,G5L
105943026,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=105943026&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=105943026&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0110303119.csv', 'checksum': '695f3bf6950ba05ea311b23f63ed5c7d'}]",,Dienstleistungen,CH0110303119,-,Diverse,leclanche-aktie,Auslandsaktie,278
118755430,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=118755430&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=118755430&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000TCAG172.csv', 'checksum': '48c036acddaa9d9181074ca43ae4c2bb'}]",1985,Sonstige Branchen,DE000TCAG172,23.01.2015,Diverse,tele_columbus-aktie,Inlandsaktie,TC1
117272516,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=117272516&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=117272516&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE000ZAL1111.csv', 'checksum': '0dd7f796a2c967a409c7cf44e9f918e1'}]",2008,Internetkommerz,DE000ZAL1111,01.10.2014,Informationstechnologie,zalando-aktie,Inlandsaktie,ZAL
29090,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=29090&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=29090&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0007162958.csv', 'checksum': 'd1ceb25060b85f33fa411174ea03ce32'}]",,Finanzdienstleistungen,CH0007162958,-,Finanzsektor,eeii-aktie,Auslandsaktie,EIV
951489,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=951489&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=951489&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0244017502.csv', 'checksum': 'ba061462260cdb2a3ba697663693b0be'}]",,Baumaterial und -komponenten,CH0244017502,-,Bauindustrie,conzzeta-aktie,Auslandsaktie,HNX1
1564,Niederlande,6,http://www.ariva.de/quote/historic/historic.csv?secu=1564&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1564&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_NL0000238145.csv', 'checksum': '06ab9eddcc5e0dd5785c6e49174d5cee'}]",1999,Internetkommerz,NL0000238145,09.10.2000,Informationstechnologie,ad_pepper_media-aktie,Auslandsaktie,APM
103478824,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=103478824&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=103478824&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0024590272.csv', 'checksum': '4774c6a1ef597cac326f826093acaa62'}]",,Sonstige Handel,CH0024590272,-,Handel,also-actebis_holding-aktie,Auslandsaktie,9AS
4425,Deutschland,131,http://www.ariva.de/quote/historic/historic.csv?secu=4425&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=4425&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_DE0005199905.csv', 'checksum': '832e73b6ea51648db885a484a8370460'}]",1861,Einzelhandel,DE0005199905,18.05.1998,Handel,ludwig_beck_am_rathauseck-aktie,Inlandsaktie,ECK
100348179,Schweiz,123,http://www.ariva.de/quote/historic/historic.csv?secu=100348179&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=100348179&boerse_id=123&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-05-06&trenner=%3B&go=Download', 'path': 'isin_CH0033813293.csv', 'checksum': 'b26440f368883ab9297918da65622e40'}]",2000,-,CH0033813293,25.06.2018,-,art_-_fragrance_na-sf-20-aktie,Auslandsaktie,3AF
